ingredient_name	ingredient_category	compound_name
avocado	fruit	3-methylbutyraldehyde
avocado	fruit	4-methyl-2,3-pentanedione
avocado	fruit	6-methyl-5-hepten-2-one
avocado	fruit	9,12-octadecadienoic_acid_(48%)_plus_9,12,15-octadeca-_trienoinc_acid_(52%)_(methyl_esters)
avocado	fruit	a-methylbenzyl_acetate
avocado	fruit	alpha-terpineol
avocado	fruit	carvyl_acetate
avocado	fruit	d,l-valine
avocado	fruit	g-nonalactone
avocado	fruit	guaiacol
avocado	fruit	heptyl_butyrate
avocado	fruit	hexyl_alcohol
avocado	fruit	isoamyl_alcohol
avocado	fruit	isoamyl_formate
avocado	fruit	isobutyl_alcohol
avocado	fruit	menthol
avocado	fruit	methyl-3-methylthiopropionate
avocado	fruit	methyl_cinnamate
avocado	fruit	n-octanal
avocado	fruit	n-valeraldehyde
avocado	fruit	oleic_acid
avocado	fruit	p-mentha-1,3-diene
avocado	fruit	p-mentha-1,4-diene
avocado	fruit	palmitic_acid
avocado	fruit	phenethyl_alcohol
avocado	fruit	phenol
avocado	fruit	phenylacetaldehyde
avocado	fruit	phosphoric_acid
avocado	fruit	pyridine
azalea	flower	(e)-2-hexenyl_hexanoate
azalea	flower	benzyl_acetate
azalea	flower	borneol
azalea	flower	camphene
azalea	flower	isoeugenol
azalea	flower	methyl_benzoate
babaco	fruit	5-methylhexanoic_acid
babaco	fruit	cis-3-hexenyl_hexanoate
babaco	fruit	d-hexalactone
babaco	fruit	decyl_butyrate
babaco	fruit	ethyl_acetoacetate
babaco	fruit	ethyl_oleate
babaco	fruit	geranyl_butyrate
babaco	fruit	geranyl_hexanoate
babaco	fruit	heptanal
babaco	fruit	heptyl_butyrate
babaco	fruit	hexyl_2-methylbutyrate
babaco	fruit	isoamyl_laurate
babaco	fruit	methyl_anthranilate
babaco	fruit	methyl_hexanoate
babaco	fruit	methyl_laurate
babaco	fruit	n-octyl_isovalerate
babaco	fruit	neryl_butyrate
babaco	fruit	octyl_isobutyrate
bachang	plant	4-heptanone
backhousia_citriodora	plant	citral_(neral)
backhousia_citriodora	plant	isopulegol
backhousia_citriodora_oil	plant derivative	isopulegol
bacon	meat	(e)-2-decenoic_acid
bacon	meat	1-decanol
bacon	meat	1-methyl-1-cyclopenten-3-one
bacon	meat	1-octanol
bacon	meat	1-octen-3-ol
bacon	meat	1-penten-3-ol
bacon	meat	2,3,5-trimethylpyrazine
bacon	meat	2,3-diethyl-5-methylpyrazine
bacon	meat	2,3-dimethylpyrazine
bacon	meat	2,3-pentanedione
bacon	meat	2,4-nonadienal
bacon	meat	2,5-dimethylpyrazine
bacon	meat	2,5-dimethylthiazole
bacon	meat	2,5_diethyl-3-methylpyrazine
bacon	meat	2,6-dimethylpyrazine
bacon	meat	2,6-dimethylpyridine
bacon	meat	2-acetyl-3-methylpyrazine
bacon	meat	2-decenal
bacon	meat	2-ethyl-3,5(6)-dimethylpyrazine
bacon	meat	2-ethyl-3-methylpyrazine
bacon	meat	2-ethylpyrazine
bacon	meat	2-heptanone
bacon	meat	2-heptenal
bacon	meat	2-hexenal
bacon	meat	2-methyl-1-propanethiol
bacon	meat	2-methyl-3-tetrahydrofuranthiol
bacon	meat	2-methylbutyraldehyde
bacon	meat	2-methylbutyric_acid
bacon	meat	2-methylpyrazine
bacon	meat	2-methyltetrahydrofuran-3-one
bacon	meat	2-methyltetrahydrothiophen-3-one
bacon	meat	2-nonanone
bacon	meat	2-nonenal
bacon	meat	2-octanone
bacon	meat	2-pentanone
bacon	meat	2-pentylfuran
bacon	meat	2-undecenal
bacon	meat	3,5-diethyl-2-methylpyrazine
bacon	meat	3,5-dimethyl-1,2,4-trithiolane
bacon	meat	3,5-dimethyl-1,2-cyclopentadione
bacon	meat	3-(methylthio)_propionaldehyde
bacon	meat	3-methyl-2-buten-1-ol
bacon	meat	3-methylbutyraldehyde
bacon	meat	3-octanone
bacon	meat	4-acetyl-2-methylpyrimidine
bacon	meat	4-methyl-2,6-dimethoxyphenol
bacon	meat	4-methyl-5-vinylthiazole
bacon	meat	4-methylthiazole
bacon	meat	5-methylhexanoic_acid
bacon	meat	5h-5-methyl-6,7-dihydrocyclopenta(b)pyrazine
bacon	meat	6,10-dimethyl-5,9-undecadien-2-one
bacon	meat	9,12-octadecadienoic_acid_(48%)_plus_9,12,15-octadeca-_trienoinc_acid_(52%)_(methyl_esters)
bacon	meat	adipic_acid
bacon	meat	benzoic_acid
bacon	meat	benzyl_methyl_sulfide
bacon	meat	cyclopentanone
bacon	meat	d,l-methionine
bacon	meat	d-dodecalactone
bacon	meat	d-octalactone
bacon	meat	decanal
bacon	meat	delta-tetradecalactone
bacon	meat	diacetyl
bacon	meat	diethyl_sulfide
bacon	meat	dimethyl_trisulfide
bacon	meat	disodium_5'-guanylate
bacon	meat	disodium_5'-inosinate
bacon	meat	dl-phenylalanine
bacon	meat	ethyl_acetate
bacon	meat	ethyl_alcohol
bacon	meat	ethyl_methyl_disulfide
bacon	meat	furfuryl_alcohol
bacon	meat	g-dodecalactone
bacon	meat	g-hexalactone
bacon	meat	g-nonalactone
bacon	meat	g-undecalactone
bacon	meat	g-valerolactone
bacon	meat	guaiacol
bacon	meat	heptanoic_acid
bacon	meat	heptyl_alcohol
bacon	meat	hexanoic_acid
bacon	meat	hexyl_alcohol
bacon	meat	hydroxynonanoic_acid,_d-lactone
bacon	meat	indole
bacon	meat	isoamyl_alcohol
bacon	meat	isobutyl_alcohol
bacon	meat	isobutyric_acid
bacon	meat	isopentylamine
bacon	meat	isopropyl_alcohol
bacon	meat	l-arginine
bacon	meat	l-histidine
bacon	meat	l-phenylalanine
bacon	meat	l-tyrosine
bacon	meat	lauric_acid
bacon	meat	lauric_aldehyde
bacon	meat	lauryl_alcohol
bacon	meat	methyl-2-pyrrolyl_ketone
bacon	meat	methyl_disulfide
bacon	meat	methyl_ethyl_sulfide
bacon	meat	methyl_mercaptan
bacon	meat	methylcyclopentenolone
bacon	meat	myrcene
bacon	meat	myristic_acid
bacon	meat	n-nonanal
bacon	meat	n-octanal
bacon	meat	n-valeraldehyde
bacon	meat	nonanoic_acid
bacon	meat	nonyl_alcohol
bacon	meat	octanoic_acid
bacon	meat	oleic_acid
bacon	meat	palmitic_acid
bacon	meat	paraldehyde
bacon	meat	phenol
bacon	meat	phenylacetaldehyde
bacon	meat	propionaldehyde
bacon	meat	propyl_alcohol
bacon	meat	pyridine
bacon	meat	taurine
bacon	meat	trans-2-hexenoic_acid
bacon	meat	undecanal
bacon	meat	valeric_acid
baeckea_citriodora	plant	citronellal
baeckea_citriodora	plant	isopulegol
baeckea_citriodora_oil	plant derivative	isopulegol
bael	fruit	cis-3-hexenyl_hexanoate
bael	fruit	cyclohexaneethyl_acetate
bael	fruit	methyl_cinnamate
baked_potato	vegetable	(2-furyl)-2-propanone
baked_potato	vegetable	(e)-2-octen-1-ol
baked_potato	vegetable	(e,e)-3,5-octadien-2-one
baked_potato	vegetable	1-butanethiol
baked_potato	vegetable	1-hexadecanol
baked_potato	vegetable	1-octanol
baked_potato	vegetable	1-octen-3-ol
baked_potato	vegetable	1-octen-3-one
baked_potato	vegetable	1-penten-3-ol
baked_potato	vegetable	2,3,5-trimethylpyrazine
baked_potato	vegetable	2,3-diethyl-5-methylpyrazine
baked_potato	vegetable	2,3-diethylpyrazine
baked_potato	vegetable	2,3-dimethylpyrazine
baked_potato	vegetable	2,3-pentanedione
baked_potato	vegetable	2,4,5-trimethyl_thiazole
baked_potato	vegetable	2,5-dimethylpyrazine
baked_potato	vegetable	2,5_diethyl-3-methylpyrazine
baked_potato	vegetable	2,6-dimethyl-4-heptanone
baked_potato	vegetable	2,6-dimethylpyrazine
baked_potato	vegetable	2-acetylthiazole
baked_potato	vegetable	2-ethyl-3,5(6)-dimethylpyrazine
baked_potato	vegetable	2-ethyl-3-methylpyrazine
baked_potato	vegetable	2-ethyl-5-methylpyrazine
baked_potato	vegetable	2-ethylhexanethiol
baked_potato	vegetable	2-ethylpyrazine
baked_potato	vegetable	2-heptanol
baked_potato	vegetable	2-heptanone
baked_potato	vegetable	2-hexen-1-ol
baked_potato	vegetable	2-isobutyl-3-methoxypyrazine
baked_potato	vegetable	2-isobutyl-3-methylpyrazine
baked_potato	vegetable	2-methoxy-3_(5_and_6)-isopropylpyrazine
baked_potato	vegetable	2-methyl-3-butenal
baked_potato	vegetable	2-methyl-5-vinylpyrazine
baked_potato	vegetable	2-methylbutyl_acetate
baked_potato	vegetable	2-methylbutyraldehyde
baked_potato	vegetable	2-methylbutyric_acid
baked_potato	vegetable	2-methylhexanoic_acid
baked_potato	vegetable	2-methylpyrazine
baked_potato	vegetable	2-methyltetrahydrofuran-3-one
baked_potato	vegetable	2-methylvaleric_acid
baked_potato	vegetable	2-nonanone
baked_potato	vegetable	2-pentenal
baked_potato	vegetable	2-pentyl_acetate
baked_potato	vegetable	2-pentylfuran
baked_potato	vegetable	3,5-diethyl-2-methylpyrazine
baked_potato	vegetable	3-(methylthio)_propionaldehyde
baked_potato	vegetable	3-ethyl-2,6-dimethylpyrazine
baked_potato	vegetable	3-methyl-1-pentanol
baked_potato	vegetable	3-methyl-2-butenal
baked_potato	vegetable	3-methylbutyraldehyde
baked_potato	vegetable	3-methylpentanoic_acid
baked_potato	vegetable	3-octanol
baked_potato	vegetable	3-octen-2-one
baked_potato	vegetable	4'-methylacetophenone
baked_potato	vegetable	4-heptanone
baked_potato	vegetable	4-methyl-2-pentanone
baked_potato	vegetable	4-methyl-2-phenyl-2-pentenal
baked_potato	vegetable	4-methyl-3-penten-2-one
baked_potato	vegetable	4-methylpentanoic_acid
baked_potato	vegetable	5-methylfurfural
baked_potato	vegetable	5h-5-methyl-6,7-dihydrocyclopenta(b)pyrazine
baked_potato	vegetable	6-methyl-5-hepten-2-one
baked_potato	vegetable	acetic_acid
baked_potato	vegetable	acetone
baked_potato	vegetable	allyl_hexanoate
baked_potato	vegetable	alpha-terpineol
baked_potato	vegetable	b-pinene
baked_potato	vegetable	benzaldehyde_dimethyl_acetal
baked_potato	vegetable	biphenyl
baked_potato	vegetable	cyclopentanone
baked_potato	vegetable	d-ribose
baked_potato	vegetable	decanal
baked_potato	vegetable	dl-(3-amino-3-carboxypropyl)dimethylsulfonium_chloride
baked_potato	vegetable	dl-phenylalanine
baked_potato	vegetable	ethyl_acetate
baked_potato	vegetable	furfural
baked_potato	vegetable	g-butyrolactone
baked_potato	vegetable	g-hexalactone
baked_potato	vegetable	heptanoic_acid
baked_potato	vegetable	heptyl_alcohol
baked_potato	vegetable	hexanoic_acid
baked_potato	vegetable	hexyl_alcohol
baked_potato	vegetable	hydrogen_sulfide
baked_potato	vegetable	isoamyl_alcohol
baked_potato	vegetable	isobutyraldehyde
baked_potato	vegetable	isobutyric_acid
baked_potato	vegetable	isovaleric_acid
baked_potato	vegetable	l-histidine
baked_potato	vegetable	l-lysine
baked_potato	vegetable	l-phenylalanine
baked_potato	vegetable	l-tyrosine
baked_potato	vegetable	lauryl_alcohol
baked_potato	vegetable	linalool
baked_potato	vegetable	methyl-2-methylbutyrate
baked_potato	vegetable	methyl-2-pyrrolyl_ketone
baked_potato	vegetable	methyl_2-methylpentanoate
baked_potato	vegetable	methyl_disulfide
baked_potato	vegetable	methyl_furoate
baked_potato	vegetable	methyl_hexanoate
baked_potato	vegetable	methyl_mercaptan
baked_potato	vegetable	methyl_nonanoate
baked_potato	vegetable	methyl_octanoate
baked_potato	vegetable	methyl_salicylate
baked_potato	vegetable	methyl_sulfide
baked_potato	vegetable	methyl_valerate
baked_potato	vegetable	myrcene
baked_potato	vegetable	n-nonanal
baked_potato	vegetable	n-octanal
baked_potato	vegetable	n-valeraldehyde
baked_potato	vegetable	nerol
baked_potato	vegetable	nona-2-trans,-6-cis-dienal
baked_potato	vegetable	nonanoic_acid
baked_potato	vegetable	nonyl_alcohol
baked_potato	vegetable	octanoic_acid
baked_potato	vegetable	oleic_acid
baked_potato	vegetable	p-methoxycinnamaldehyde
baked_potato	vegetable	palmitic_acid
baked_potato	vegetable	paraldehyde
baked_potato	vegetable	phenethyl_alcohol
baked_potato	vegetable	phenol
baked_potato	vegetable	phenylacetaldehyde
baked_potato	vegetable	phenylacetic_acid
baked_potato	vegetable	propionaldehyde
baked_potato	vegetable	pyridine
baked_potato	vegetable	salicylaldehyde
baked_potato	vegetable	undecanal
baked_potato	vegetable	valeric_acid
balm	herb	acetaldehyde
banana	fruit	(+/?)_2-methyl-1-butanol
banana	fruit	(+/?)_heptan-3-yl_butyrate
banana	fruit	(d-,_l-,_dl-,_meso)_tartaric_acid
banana	fruit	1-octanol
banana	fruit	1-octen-3-ol
banana	fruit	1-penten-3-ol
banana	fruit	1-penten-3-one
banana	fruit	2-heptanol
banana	fruit	2-heptanone
banana	fruit	2-hexenal
banana	fruit	2-methylpropyl-3-methylbutyrate
banana	fruit	2-nonanol
banana	fruit	2-nonanone
banana	fruit	2-octanol
banana	fruit	2-octanone
banana	fruit	2-pentanol
banana	fruit	2-pentanone
banana	fruit	2-pentyl_acetate
banana	fruit	2-pentyl_butyrate
banana	fruit	2-undecanol
banana	fruit	3-decanone
banana	fruit	3-heptanol
banana	fruit	3-heptanone
banana	fruit	3-hexanol
banana	fruit	3-hexen-1-ol
banana	fruit	3-methyl-2-oxobutanoic_acid
banana	fruit	3-methylbutyl-2-methylpropanoate
banana	fruit	3-methylbutyl_2-methylbutanoate
banana	fruit	3-methylbutyraldehyde
banana	fruit	3-nonanone
banana	fruit	3-octanol
banana	fruit	3-octanone
banana	fruit	4-allyl-2,_6-dimethoxyphenol
banana	fruit	4-hexen-1-ol
banana	fruit	4-methyl-2-oxopentanoic_acid
banana	fruit	5-_and_6-decenoic_acid
banana	fruit	9,12-octadecadienoic_acid_(48%)_plus_9,12,15-octadeca-_trienoinc_acid_(52%)_(methyl_esters)
banana	fruit	amyl_butyrate
banana	fruit	butyl_butyrate
banana	fruit	butyl_hexanoate
banana	fruit	butyl_isobutyrate
banana	fruit	butyl_isovalerate
banana	fruit	carvyl_acetate
banana	fruit	cis-3-hexenal
banana	fruit	cis-3-octen-1-ol
banana	fruit	cis-5-octen-1-ol
banana	fruit	d,l-valine
banana	fruit	ethyl_acetate
banana	fruit	ethyl_alcohol
banana	fruit	ethyl_benzoate
banana	fruit	ethyl_butyrate
banana	fruit	ethyl_isobutyrate
banana	fruit	ethyl_nonanoate
banana	fruit	ethyl_valerate
banana	fruit	heptanoic_acid
banana	fruit	heptyl_acetate
banana	fruit	heptyl_alcohol
banana	fruit	heptyl_butyrate
banana	fruit	hexanal
banana	fruit	hexyl_acetate
banana	fruit	hexyl_alcohol
banana	fruit	hexyl_butyrate
banana	fruit	hexyl_hexanoate
banana	fruit	hexyl_isovalerate
banana	fruit	hexyl_octanoate
banana	fruit	isoamyl_acetate
banana	fruit	isoamyl_alcohol
banana	fruit	isoamyl_butyrate
banana	fruit	isoamyl_hexanoate
banana	fruit	isoamyl_nonanoate
banana	fruit	isoamyl_octanoate
banana	fruit	isobutyl_acetate
banana	fruit	isobutyl_alcohol
banana	fruit	isobutyl_benzoate
banana	fruit	isobutyl_butyrate
banana	fruit	isobutyl_hexanoate
banana	fruit	isobutyl_isobutyrate
banana	fruit	isobutyraldehyde
banana	fruit	isobutyric_acid
banana	fruit	isopentylamine
banana	fruit	isopropyl_acetate
banana	fruit	isopropyl_alcohol
banana	fruit	lauryl_alcohol
banana	fruit	methyl-3-methylthiopropionate
banana	fruit	methyl_acetate
banana	fruit	methyl_benzoate
banana	fruit	methyl_isobutyrate
banana	fruit	methyl_isovalerate
banana	fruit	methyl_linoleate_(48%)_methyl_linolenate_(52%)_mix-ture
banana	fruit	methyl_myristate
banana	fruit	methyl_nonanoate
banana	fruit	myristic_acid
banana	fruit	n-butyl-2-methylbutyrate
banana	fruit	n-butyl_valerate
banana	fruit	n-hexyl-2-butenoate
banana	fruit	n-valeraldehyde
banana	fruit	nonanoic_acid
banana	fruit	octanoic_acid
banana	fruit	oleic_acid
banana	fruit	p-mentha-1,3-diene
banana	fruit	p-mentha-1,4-diene
banana	fruit	palmitic_acid
banana	fruit	phenethyl_acetate
banana	fruit	phosphoric_acid
banana	fruit	propionaldehyde
banana	fruit	propionic_acid
banana	fruit	propyl_acetate
banana	fruit	propyl_alcohol
banana	fruit	propyl_butyrate
banana	fruit	propyl_isovalerate
banana	fruit	safrole
banana	fruit	trans-2-hexenoic_acid
banana	fruit	trans-2-octen-1-yl_acetate
banana	fruit	undecyl_alcohol
banana	fruit	valeric_acid
banana_passion_fruit	fruit	(+/?)_heptan-3-yl_butyrate
banana_passion_fruit	fruit	(d-,_l-,_dl-,_meso)_tartaric_acid
banana_passion_fruit	fruit	(z)-3-hexenyl_(e)-2-butenoate
banana_passion_fruit	fruit	carvyl_acetate
banana_passion_fruit	fruit	d,l-valine
banana_passion_fruit	fruit	heptyl_butyrate
banana_passion_fruit	fruit	methyl-3-methylthiopropionate
banana_passion_fruit	fruit	p-mentha-1,3-diene
banana_passion_fruit	fruit	p-mentha-1,4-diene
banana_passion_fruit	fruit	phosphoric_acid
bantu_beer	alcoholic beverage	(+/?)_heptan-3-yl_butyrate
bantu_beer	alcoholic beverage	1-butanethiol
bantu_beer	alcoholic beverage	1-decanol
bantu_beer	alcoholic beverage	1-octanol
bantu_beer	alcoholic beverage	1-octen-3-ol
bantu_beer	alcoholic beverage	1-penten-3-ol
bantu_beer	alcoholic beverage	1-phenyl-1-propanol
bantu_beer	alcoholic beverage	2,3,5,6-tetramethylpyrazine
bantu_beer	alcoholic beverage	2,3,5-trimethylpyrazine
bantu_beer	alcoholic beverage	2,3-dimethylpyrazine
bantu_beer	alcoholic beverage	2,3-pentanedione
bantu_beer	alcoholic beverage	2,4-dihydroxybenzoic_acid
bantu_beer	alcoholic beverage	2,6-dimethylpyridine
bantu_beer	alcoholic beverage	2-acetyl-5-methylfuran
bantu_beer	alcoholic beverage	2-acetylfuran
bantu_beer	alcoholic beverage	2-acetylpyridine
bantu_beer	alcoholic beverage	2-acetylthiazole
bantu_beer	alcoholic beverage	2-ethyl-3,5(6)-dimethylpyrazine
bantu_beer	alcoholic beverage	2-ethyl-3-methylpyrazine
bantu_beer	alcoholic beverage	2-ethyl-5-methylpyrazine
bantu_beer	alcoholic beverage	2-ethylpyrazine
bantu_beer	alcoholic beverage	2-heptanol
bantu_beer	alcoholic beverage	2-heptanone
bantu_beer	alcoholic beverage	2-hepten-4-one
bantu_beer	alcoholic beverage	2-hexen-1-ol
bantu_beer	alcoholic beverage	2-hexenal
bantu_beer	alcoholic beverage	2-hydroxybenzoic_acid
bantu_beer	alcoholic beverage	2-methoxy-4-methylphenol
bantu_beer	alcoholic beverage	2-methoxy-4-vinylphenol
bantu_beer	alcoholic beverage	2-methyl-1-propanethiol
bantu_beer	alcoholic beverage	2-methyl-2-pentenal
bantu_beer	alcoholic beverage	2-methyl-3-butenal
bantu_beer	alcoholic beverage	2-methylbutyl_acetate
bantu_beer	alcoholic beverage	2-methylbutyraldehyde
bantu_beer	alcoholic beverage	2-methylbutyric_acid
bantu_beer	alcoholic beverage	2-methylpentanal
bantu_beer	alcoholic beverage	2-methylpyrazine
bantu_beer	alcoholic beverage	2-methyltetrahydrothiophen-3-one
bantu_beer	alcoholic beverage	2-nonanol
bantu_beer	alcoholic beverage	2-nonanone
bantu_beer	alcoholic beverage	2-octanol
bantu_beer	alcoholic beverage	2-octanone
bantu_beer	alcoholic beverage	2-oxobutyric_acid
bantu_beer	alcoholic beverage	2-pentanol
bantu_beer	alcoholic beverage	2-pentanone
bantu_beer	alcoholic beverage	2-trans,_4-trans-decadienal
bantu_beer	alcoholic beverage	2-trans,_6-trans-nonadienal
bantu_beer	alcoholic beverage	3-(methylthio)_propionaldehyde
bantu_beer	alcoholic beverage	3-(methylthio)propanol
bantu_beer	alcoholic beverage	3-(methylthio)propyl_acetate
bantu_beer	alcoholic beverage	3-acetylpyridine
bantu_beer	alcoholic beverage	3-ethylpyridine
bantu_beer	alcoholic beverage	3-hexanone
bantu_beer	alcoholic beverage	3-hexenoic_acid
bantu_beer	alcoholic beverage	3-hydroxy-2-oxopropionic_acid
bantu_beer	alcoholic beverage	3-hydroxy-2-pentanone
bantu_beer	alcoholic beverage	3-methyl-2-buten-1-ol
bantu_beer	alcoholic beverage	3-methyl-2-oxobutanoic_acid
bantu_beer	alcoholic beverage	3-methylbutanethiol
bantu_beer	alcoholic beverage	3-methylbutyl-2-methylpropanoate
bantu_beer	alcoholic beverage	3-methylbutyraldehyde
bantu_beer	alcoholic beverage	3-phenylpropionaldehyde
bantu_beer	alcoholic beverage	3-phenylpropionic_acid
bantu_beer	alcoholic beverage	4,5-dimethyl-3-hydroxy-2,5-dihydrofuran-2-one
bantu_beer	alcoholic beverage	4-(2,6,6-trimethyl-cyclohexa-1,3-dienyl)but-2-en-4-one
bantu_beer	alcoholic beverage	4-decenoic_acid
bantu_beer	alcoholic beverage	4-ethyl-2,6-dimethoxyphenol
bantu_beer	alcoholic beverage	4-ethylguaiacol
bantu_beer	alcoholic beverage	4-hydroxy-2,5-dimethyl-3(2h)-furanone
bantu_beer	alcoholic beverage	4-hydroxy-3,5-dimethoxybenzaldehyde
bantu_beer	alcoholic beverage	4-hydroxy-3-methoxybenzoic_acid
bantu_beer	alcoholic beverage	4-hydroxybenzaldehyde
bantu_beer	alcoholic beverage	4-hydroxybenzoic_acid
bantu_beer	alcoholic beverage	4-mercapto-4-methyl-2-pentanone
bantu_beer	alcoholic beverage	4-methyl-2,3-pentanedione
bantu_beer	alcoholic beverage	4-methyl-2,6-dimethoxyphenol
bantu_beer	alcoholic beverage	4-methyl-2-pentanone
bantu_beer	alcoholic beverage	4-propenyl-2,6-dimethoxyphenol
bantu_beer	alcoholic beverage	5-_and_6-decenoic_acid
bantu_beer	alcoholic beverage	5-methylfurfural
bantu_beer	alcoholic beverage	5h-5-methyl-6,7-dihydrocyclopenta(b)pyrazine
bantu_beer	alcoholic beverage	6-methyl-5-hepten-2-one
bantu_beer	alcoholic beverage	9,12-octadecadienoic_acid_(48%)_plus_9,12,15-octadeca-_trienoinc_acid_(52%)_(methyl_esters)
bantu_beer	alcoholic beverage	a-phellandrene
bantu_beer	alcoholic beverage	alpha-terpineol
bantu_beer	alcoholic beverage	amyl_butyrate
bantu_beer	alcoholic beverage	amyl_hexanoate
bantu_beer	alcoholic beverage	benzothiazole
bantu_beer	alcoholic beverage	benzyl_isobutyrate
bantu_beer	alcoholic beverage	butylamine
bantu_beer	alcoholic beverage	carvacrol
bantu_beer	alcoholic beverage	cinnamic_acid
bantu_beer	alcoholic beverage	cis-3-hexenal
bantu_beer	alcoholic beverage	citronellol
bantu_beer	alcoholic beverage	citronellyl_acetate
bantu_beer	alcoholic beverage	decanal
bantu_beer	alcoholic beverage	decanoic_acid
bantu_beer	alcoholic beverage	diacetyl
bantu_beer	alcoholic beverage	diethyl_sulfide
bantu_beer	alcoholic beverage	dimethyl_trisulfide
bantu_beer	alcoholic beverage	ethyl-3-methylthiopropionate
bantu_beer	alcoholic beverage	ethyl_3-hexenoate
bantu_beer	alcoholic beverage	ethyl_acetate
bantu_beer	alcoholic beverage	ethyl_butyrate
bantu_beer	alcoholic beverage	ethyl_formate
bantu_beer	alcoholic beverage	ethyl_heptanoate
bantu_beer	alcoholic beverage	ethyl_isobutyrate
