ingredient_name	ingredient_category	compound_name
malagueta_pepper	spice	citronellal
malagueta_pepper	spice	d-camphor
malagueta_pepper	spice	d-piperitone
malagueta_pepper	spice	eucalyptol
malagueta_pepper	spice	eugenol
malagueta_pepper	spice	eugenyl_methyl_ether
malagueta_pepper	spice	fenchyl_alcohol
malagueta_pepper	spice	hexanoic_acid
malagueta_pepper	spice	hydroxycitronellal
malagueta_pepper	spice	limonene_(d-,l-,_and_dl-)
malagueta_pepper	spice	linalyl_acetate
malagueta_pepper	spice	methyl_benzoate
malagueta_pepper	spice	methyl_citronellate
malagueta_pepper	spice	methyl_heptanoate
malagueta_pepper	spice	methyl_hexanoate
malagueta_pepper	spice	methyl_isovalerate
malagueta_pepper	spice	methyl_octanoate
malagueta_pepper	spice	methyl_phenylacetate
malagueta_pepper	spice	myrtenol
malagueta_pepper	spice	nerolidol
malagueta_pepper	spice	p,a,a-trimethylbenzyl_alcohol
malagueta_pepper	spice	p-cymene
malagueta_pepper	spice	p-mentha-1,3-diene
malagueta_pepper	spice	p-mentha-1,4-diene
malagueta_pepper	spice	phenylacetic_acid
malagueta_pepper	spice	piperonal
malagueta_pepper	spice	safrole
malagueta_pepper	spice	terpinolene
malagueta_pepper	spice	terpinyl_acetate
malagueta_pepper	spice	thujan-4-ol
malay_apple	fruit	(+/?)_heptan-3-yl_butyrate
malay_apple	fruit	(d-,_l-,_dl-,_meso)_tartaric_acid
malay_apple	fruit	2-hexenal
malay_apple	fruit	3-hexen-1-ol
malay_apple	fruit	anisole
malay_apple	fruit	carvyl_acetate
malay_apple	fruit	cis-3-hexenal
malay_apple	fruit	d,l-valine
malay_apple	fruit	heptyl_butyrate
malay_apple	fruit	isoamyl_alcohol
malay_apple	fruit	methyl-3-methylthiopropionate
malay_apple	fruit	p-mentha-1,3-diene
malay_apple	fruit	p-mentha-1,4-diene
malay_apple	fruit	phenethyl_benzoate
malay_apple	fruit	phosphoric_acid
malt	cereal/crop	(e)-2-octen-1-ol
malt	cereal/crop	(e,e)-2,4-decadien-1-ol
malt	cereal/crop	1-octanol
malt	cereal/crop	1-octen-3-ol
malt	cereal/crop	1-penten-3-ol
malt	cereal/crop	2,3,5,6-tetramethylpyrazine
malt	cereal/crop	2,3,5-trimethylpyrazine
malt	cereal/crop	2,3-diethylpyrazine
malt	cereal/crop	2,3-pentanedione
malt	cereal/crop	2,6-dimethylpyridine
malt	cereal/crop	2,6-nonadien-1-ol
malt	cereal/crop	2-ethyl-3,5(6)-dimethylpyrazine
malt	cereal/crop	2-ethyl-3-methylpyrazine
malt	cereal/crop	2-heptanol
malt	cereal/crop	2-heptanone
malt	cereal/crop	2-heptenal
malt	cereal/crop	2-hexen-1-ol
malt	cereal/crop	2-methoxy-4-methylphenol
malt	cereal/crop	2-methoxy-4-vinylphenol
malt	cereal/crop	2-methyl-3-butenal
malt	cereal/crop	2-methyl-5-vinylpyrazine
malt	cereal/crop	2-methylbutyraldehyde
malt	cereal/crop	2-methylpyrazine
malt	cereal/crop	2-methyltetrahydrofuran-3-one
malt	cereal/crop	2-methyltetrahydrothiophen-3-one
malt	cereal/crop	2-methylthioacetaldehyde
malt	cereal/crop	2-octanone
malt	cereal/crop	2-octenal
malt	cereal/crop	2-pentanol
malt	cereal/crop	2-pentanone
malt	cereal/crop	2-pentylfuran
malt	cereal/crop	2-phenyl-2-butenal
malt	cereal/crop	3-acetylpyridine
malt	cereal/crop	3-hexen-1-ol
malt	cereal/crop	3-methylbutyraldehyde
malt	cereal/crop	4,5-dimethyl_thiazole
malt	cereal/crop	4-hydroxy-2,5-dimethyl-3(2h)-furanone
malt	cereal/crop	4-methyl-2,3-pentanedione
malt	cereal/crop	4-methyl-2-phenyl-2-pentenal
malt	cereal/crop	4-methyl-5-thiazoleethanol
malt	cereal/crop	4-methylpentanoic_acid
malt	cereal/crop	4-methylthiazole
malt	cereal/crop	5-methyl-2-phenyl-2-hexenal
malt	cereal/crop	5-methylfurfural
malt	cereal/crop	5h-5-methyl-6,7-dihydrocyclopenta(b)pyrazine
malt	cereal/crop	9,12-octadecadienoic_acid_(48%)_plus_9,12,15-octadeca-_trienoinc_acid_(52%)_(methyl_esters)
malt	cereal/crop	furfuryl_methyl_sulfide
malt	cereal/crop	g-nonalactone
malt	cereal/crop	heptyl_alcohol
malt	cereal/crop	hexanoic_acid
malt	cereal/crop	indole
malt	cereal/crop	isoamyl_alcohol
malt	cereal/crop	isobutyl_alcohol
malt	cereal/crop	isopropenylpyrazine
malt	cereal/crop	isovaleric_acid
malt	cereal/crop	lauric_acid
malt	cereal/crop	maltol
malt	cereal/crop	methoxypyrazine
malt	cereal/crop	methyl-2-pyrrolyl_ketone
malt	cereal/crop	methyl_disulfide
malt	cereal/crop	methyl_furfuryl_disulfide
malt	cereal/crop	methyl_heptanoate
malt	cereal/crop	methyl_nicotinate
malt	cereal/crop	methyl_sulfide
malt	cereal/crop	methylsulfinylmethane
malt	cereal/crop	myristic_acid
malt	cereal/crop	n-butyl_valerate
malt	cereal/crop	n-furfuryl_pyrrole
malt	cereal/crop	n-valeraldehyde
malt	cereal/crop	nona-2-trans,-6-cis-dienal
malt	cereal/crop	nonyl_alcohol
malt	cereal/crop	octanoic_acid
malt	cereal/crop	oleic_acid
malt	cereal/crop	p-propylphenol
malt	cereal/crop	p-vinylphenol
malt	cereal/crop	palmitic_acid
malt	cereal/crop	phenol
malt	cereal/crop	phenylacetaldehyde
malt	cereal/crop	phenylacetic_acid
malt	cereal/crop	piperidine
malt	cereal/crop	pyrazine
malt	cereal/crop	pyridine
malt	cereal/crop	pyrrole
malt	cereal/crop	pyrrolidine
malt	cereal/crop	styrene
malt	cereal/crop	thiazole
malt	cereal/crop	trans,_trans-2,4-hexadienal
malt	cereal/crop	trans-2-nonen-1-ol
malt	cereal/crop	vanillin
malt	cereal/crop	vanillin,_natural
malt_whiskey	alcoholic beverage	2,5-xylenol
malt_whiskey	alcoholic beverage	2,6-xylenol
malt_whiskey	alcoholic beverage	2-acetyl-5-methylfuran
malt_whiskey	alcoholic beverage	2-heptanone
malt_whiskey	alcoholic beverage	2-methoxy-4-methylphenol
malt_whiskey	alcoholic beverage	2-methoxy-4-propylphenol
malt_whiskey	alcoholic beverage	2-methylbutyl_acetate
malt_whiskey	alcoholic beverage	2-methyltetrahydrothiophen-3-one
malt_whiskey	alcoholic beverage	2-nonanol
malt_whiskey	alcoholic beverage	2-nonanone
malt_whiskey	alcoholic beverage	3-(methylthio)_propionaldehyde
malt_whiskey	alcoholic beverage	3-(methylthio)propanol
malt_whiskey	alcoholic beverage	3-(methylthio)propyl_acetate
malt_whiskey	alcoholic beverage	5-methyl-2-thiophenecarboxaldehyde
malt_whiskey	alcoholic beverage	amyl_butyrate
malt_whiskey	alcoholic beverage	amyl_octanoate
malt_whiskey	alcoholic beverage	benzothiazole
malt_whiskey	alcoholic beverage	diethyl_malate
malt_whiskey	alcoholic beverage	diethyl_malonate
malt_whiskey	alcoholic beverage	ethyl-3-methylthiopropionate
malt_whiskey	alcoholic beverage	ethyl_levulinate
malt_whiskey	alcoholic beverage	heptyl_acetate
malt_whiskey	alcoholic beverage	hexyl_octanoate
malt_whiskey	alcoholic beverage	hydroxynonanoic_acid,_d-lactone
malt_whiskey	alcoholic beverage	isoamyl_laurate
malt_whiskey	alcoholic beverage	isobutyl_hexanoate
malt_whiskey	alcoholic beverage	methyl-2-pyrrolyl_ketone
malt_whiskey	alcoholic beverage	p-propylphenol
malt_whiskey	alcoholic beverage	phenethyl_hexanoate
malt_whiskey	alcoholic beverage	propyl_acetate
malt_whiskey	alcoholic beverage	propyl_alcohol
malt_whiskey	alcoholic beverage	propyl_propionate
mammee	fruit	2-methylbutyric_acid
mandarin	fruit	(+/?)_heptan-3-yl_butyrate
mandarin	fruit	(d-,_l-,_dl-,_meso)_tartaric_acid
mandarin	fruit	1,3,5-undecatriene_(a_mixture_of_1,3(e),5(z)-_and_______________1,3(e),5(e)-isomers)
mandarin	fruit	1-decanol
mandarin	fruit	1-octanol
mandarin	fruit	2,6-dimethyl-10-methylene-2,6,11-dodecatrienal
mandarin	fruit	2-butanone
mandarin	fruit	2-hexenal
mandarin	fruit	2-pentanone
mandarin	fruit	3-hexen-1-ol
mandarin	fruit	3-methyl-2-buten-1-ol
mandarin	fruit	a-phellandrene
mandarin	fruit	acetone
mandarin	fruit	alpha-terpineol
mandarin	fruit	ascorbic_acid
mandarin	fruit	b-pinene
mandarin	fruit	carvone
mandarin	fruit	carvyl_acetate
mandarin	fruit	citronellal
mandarin	fruit	d,l-valine
mandarin	fruit	decanal
mandarin	fruit	ethyl_acetate
mandarin	fruit	ethyl_butyrate
mandarin	fruit	eucalyptol
mandarin	fruit	eugenol
mandarin	fruit	farnesol
mandarin	fruit	furfural
mandarin	fruit	geraniol
mandarin	fruit	geranyl_acetate
mandarin	fruit	heptanoic_acid
mandarin	fruit	heptyl_butyrate
mandarin	fruit	hexanal
mandarin	fruit	hexyl_acetate
mandarin	fruit	hexyl_alcohol
mandarin	fruit	hydrogen_sulfide
mandarin	fruit	indole
mandarin	fruit	isoamyl_alcohol
mandarin	fruit	lauric_aldehyde
mandarin	fruit	limonene_(d-,l-,_and_dl-)
mandarin	fruit	linalool
mandarin	fruit	linalyl_acetate
mandarin	fruit	methyl-3-methylthiopropionate
mandarin	fruit	methyl-n-methylanthranilate
mandarin	fruit	methyl_anthranilate
mandarin	fruit	myrcene
mandarin	fruit	myristaldehyde
mandarin	fruit	myrtenol
mandarin	fruit	n-nonanal
mandarin	fruit	n-octanal
mandarin	fruit	nerol
mandarin	fruit	nerolidol
mandarin	fruit	nonanoic_acid
mandarin	fruit	nonyl_acetate
mandarin	fruit	nonyl_alcohol
mandarin	fruit	p-cymene
mandarin	fruit	p-menth-3-en-1-ol
mandarin	fruit	p-mentha-1,3-diene
mandarin	fruit	p-mentha-1,4(8)-dien-3-one
mandarin	fruit	p-mentha-1,4-diene
mandarin	fruit	p-mentha-1,8-dien-7-al
mandarin	fruit	phosphoric_acid
mandarin	fruit	terpinyl_propionate
mandarin	fruit	undecyl_alcohol
mandarin	fruit	valencene
mandarin_leaf_oil	plant derivative	methyl-n-methylanthranilate
mandarin_oil	plant derivative	limonene_(d-,l-,_and_dl-)
mandarin_oil	plant derivative	methyl-n-methylanthranilate
mandarin_peel	plant	1-p-menthen-9-yl_acetate
mandarin_peel	plant	3-carene
mandarin_peel	plant	benzyl_alcohol
mandarin_peel	plant	citronellic_acid
mandarin_peel	plant	cuminaldehyde
mandarin_peel	plant	geranyl_propionate
mandarin_peel	plant	lauric_acid
mandarin_peel	plant	lauryl_acetate
mandarin_peel	plant	octyl_acetate
mandarin_peel	plant	p,a,a-trimethylbenzyl_alcohol
mandarin_peel	plant	p-isopropylbenzyl_alcohol
mandarin_peel	plant	p-menth-1-ene-9-al
mandarin_peel	plant	p-menthan-2-ol
mandarin_peel	plant	thujan-4-ol
mandarin_peel_oil	plant derivative	1-p-menthen-9-yl_acetate
mandarin_peel_oil	plant derivative	3-carene
mandarin_peel_oil	plant derivative	benzyl_alcohol
mandarin_peel_oil	plant derivative	citronellic_acid
mandarin_peel_oil	plant derivative	cuminaldehyde
mandarin_peel_oil	plant derivative	geranyl_propionate
mandarin_peel_oil	plant derivative	lauric_acid
mandarin_peel_oil	plant derivative	lauryl_acetate
mandarin_peel_oil	plant derivative	p,a,a-trimethylbenzyl_alcohol
mandarin_peel_oil	plant derivative	p-isopropylbenzyl_alcohol
mandarin_peel_oil	plant derivative	p-menth-1-ene-9-al
mandarin_peel_oil	plant derivative	p-menthan-2-ol
mandarin_peel_oil	plant derivative	thujan-4-ol
mango	fruit	(+/?)_heptan-3-yl_butyrate
mango	fruit	(d-,_l-,_dl-,_meso)_tartaric_acid
mango	fruit	(z)-3-hexenyl_(e)-2-butenoate
mango	fruit	(z)-3-hexenyl_propionate
mango	fruit	(z)-3_&amp;_(e)-2-hexenyl_propionate_(mixture)
mango	fruit	1-hexadecanol
mango	fruit	1-penten-3-ol
mango	fruit	2,2,3-trimethylcyclopent-3-en-1-yl_acetaldehyde
mango	fruit	2,3-pentanedione
mango	fruit	2,5-dimethyl-4-methoxy-3(2h)-furanone
mango	fruit	2,6,6-trimethyl-1,2-cyclohexen-1-carboxaldehyde
mango	fruit	2-heptanone
mango	fruit	2-heptenal
mango	fruit	2-hexenal
mango	fruit	2-methoxy-4-methylphenol
mango	fruit	2-methoxy-4-vinylphenol
mango	fruit	2-methyl-2-pentenal
mango	fruit	2-methylbutyl_acetate
mango	fruit	2-methylbutyric_acid
mango	fruit	2-methylpentanal
mango	fruit	2-methylvaleric_acid
mango	fruit	2-nonenal
mango	fruit	2-pentanol
mango	fruit	2-pentanone
mango	fruit	2-pentenal
mango	fruit	2-pentylfuran
mango	fruit	2-trans,_6-trans-nonadienal
mango	fruit	2-tridecanone
mango	fruit	3-heptanone
mango	fruit	3-hexanol
mango	fruit	3-methyl-1-pentanol
mango	fruit	3-methyl-2-buten-1-ol
mango	fruit	3-methylbutyraldehyde
mango	fruit	3-penten-2-one
mango	fruit	3-phenylpropionic_acid
mango	fruit	4'-methylacetophenone
mango	fruit	4-(2,6,6-trimethyl-cyclohexa-1,3-dienyl)but-2-en-4-one
mango	fruit	4-hydroxy-2,5-dimethyl-3(2h)-furanone
mango	fruit	4-hydroxy-3-methoxybenzoic_acid
mango	fruit	4-methylpentanoic_acid
mango	fruit	5-methylfurfural
mango	fruit	5-methylhexanoic_acid
mango	fruit	6,10-dimethyl-5,9-undecadien-2-one
mango	fruit	6-methyl-5-hepten-2-one
mango	fruit	a-phellandrene
mango	fruit	acetic_acid
mango	fruit	alpha-terpineol
mango	fruit	b-ionone
mango	fruit	b-pinene
mango	fruit	benzothiazole
mango	fruit	butyl_acetate
mango	fruit	carveol
mango	fruit	carvyl_acetate
mango	fruit	cis-3-hexen-1-yl_acetate
mango	fruit	cis-3-hexenyl_butyrate
mango	fruit	cis-3-hexenyl_formate
mango	fruit	cis-3-hexenyl_hexanoate
mango	fruit	d,l-valine
mango	fruit	d-decalactone
mango	fruit	d-hexalactone
mango	fruit	d-octalactone
mango	fruit	ethyl-3-hydroxybutyrate
mango	fruit	ethyl_2-methylbutyrate
mango	fruit	ethyl_3-hydroxyhexanoate
mango	fruit	ethyl_butyrate
mango	fruit	ethyl_cis-4-octenoate
mango	fruit	ethyl_crotonate
mango	fruit	ethyl_hexanoate
mango	fruit	ethyl_isobutyrate
mango	fruit	ethyl_isovalerate
mango	fruit	ethyl_laurate
mango	fruit	ethyl_myristate
mango	fruit	ethyl_octanoate
mango	fruit	ethyl_palmitate
mango	fruit	eugenol
mango	fruit	g-hexalactone
mango	fruit	g-nonalactone
mango	fruit	geraniol
mango	fruit	geranyl_butyrate
mango	fruit	guaiacol
mango	fruit	heptanoic_acid
mango	fruit	heptyl_alcohol
mango	fruit	heptyl_butyrate
mango	fruit	hexyl_acetate
mango	fruit	hexyl_alcohol
mango	fruit	hexyl_butyrate
mango	fruit	hydroxynonanoic_acid,_d-lactone
mango	fruit	isoamyl_alcohol
mango	fruit	isoamyl_butyrate
mango	fruit	isoamyl_formate
mango	fruit	isoamyl_octanoate
mango	fruit	isobutyl_2-butenoate
mango	fruit	isobutyl_acetate
mango	fruit	isobutyl_alcohol
mango	fruit	isobutyl_butyrate
mango	fruit	isophorone
mango	fruit	lactic_acid
mango	fruit	lauric_acid
mango	fruit	lauric_aldehyde
mango	fruit	lauryl_alcohol
mango	fruit	linalool_oxide
mango	fruit	m-cresol
mango	fruit	menthol
mango	fruit	methyl-2-pyrrolyl_ketone
mango	fruit	methyl-3-methylthiopropionate
mango	fruit	methyl_benzoate
mango	fruit	methyl_butyrate
mango	fruit	methyl_disulfide
mango	fruit	methyl_hexanoate
mango	fruit	methyl_sulfide
mango	fruit	myrcene
mango	fruit	myristic_acid
mango	fruit	n-nonanal
mango	fruit	n-octanal
mango	fruit	nerol
mango	fruit	neryl_butyrate
mango	fruit	nona-2-trans,-6-cis-dienal
mango	fruit	nonanoic_acid
mango	fruit	octanoic_acid
mango	fruit	p,a,a-trimethylbenzyl_alcohol
mango	fruit	p-cresol
mango	fruit	p-menth-8-en-1-ol
mango	fruit	p-mentha-1,3-diene
mango	fruit	p-mentha-1,4-diene
mango	fruit	p-vinylphenol
mango	fruit	palmitic_acid
mango	fruit	phenethyl_acetate
mango	fruit	phenethyl_alcohol
mango	fruit	phenethyl_butyrate
mango	fruit	phenol
mango	fruit	phenylacetaldehyde
mango	fruit	phenylacetic_acid
mango	fruit	phosphoric_acid
mango	fruit	pyridine
mango	fruit	tetrahydrofurfuryl_alcohol
mango	fruit	thymol
mango	fruit	trans-2-methyl-2-butenoic_acid
mango	fruit	valencene
mango	fruit	valeric_acid
mango	fruit	verbenol
mango	fruit	zingerone
mangosteen	fruit	(+/?)_heptan-3-yl_butyrate
mangosteen	fruit	(d-,_l-,_dl-,_meso)_tartaric_acid
mangosteen	fruit	5-methylfurfural
mangosteen	fruit	carvyl_acetate
mangosteen	fruit	d,l-valine
mangosteen	fruit	guaiene
mangosteen	fruit	heptyl_butyrate
mangosteen	fruit	hexyl_acetate
mangosteen	fruit	methyl-3-methylthiopropionate
mangosteen	fruit	p-mentha-1,3-diene
mangosteen	fruit	p-mentha-1,4-diene
mangosteen	fruit	phosphoric_acid
mangosteen	fruit	valencene
manila_copal	plant derivative	pyruvaldehyde
mantis_shrimp	fish/seafood	(e,e)-3,5-octadien-2-one
mantis_shrimp	fish/seafood	1-hexadecanol
mantis_shrimp	fish/seafood	1-octen-3-ol
mantis_shrimp	fish/seafood	1-penten-3-ol
mantis_shrimp	fish/seafood	2,3,5,6-tetramethylpyrazine
mantis_shrimp	fish/seafood	2,3,5-trimethylpyrazine
mantis_shrimp	fish/seafood	2,3-dimethylpyrazine
mantis_shrimp	fish/seafood	2,3-pentanedione
mantis_shrimp	fish/seafood	2,4,5-trimethyl_thiazole
mantis_shrimp	fish/seafood	2,6,6-trimethylcyclohex-2-ene-1,4-dione
mantis_shrimp	fish/seafood	2-(methylthio)ethanol
mantis_shrimp	fish/seafood	2-ethyl-3,5(6)-dimethylpyrazine
mantis_shrimp	fish/seafood	2-ethyl-3-methylpyrazine
mantis_shrimp	fish/seafood	2-ethyl-5-methylpyrazine
mantis_shrimp	fish/seafood	2-ethylpyrazine
mantis_shrimp	fish/seafood	2-heptanone
mantis_shrimp	fish/seafood	2-methyl-3-butenal
mantis_shrimp	fish/seafood	2-nonanone
mantis_shrimp	fish/seafood	2-octanone
mantis_shrimp	fish/seafood	2-pentanol
mantis_shrimp	fish/seafood	2-pentanone
mantis_shrimp	fish/seafood	2-pentylfuran
mantis_shrimp	fish/seafood	2-trans,_6-trans-nonadienal
mantis_shrimp	fish/seafood	2-undecen-1-ol
mantis_shrimp	fish/seafood	3,5-diethyl-2-methylpyrazine
mantis_shrimp	fish/seafood	3,5-dimethyl-1,2,4-trithiolane
mantis_shrimp	fish/seafood	3-(methylthio)_propionaldehyde
mantis_shrimp	fish/seafood	3-(methylthio)propanol
mantis_shrimp	fish/seafood	3-decanone
mantis_shrimp	fish/seafood	3-ethyl-2,6-dimethylpyrazine
mantis_shrimp	fish/seafood	3-ethylpyridine
mantis_shrimp	fish/seafood	3-heptanone
mantis_shrimp	fish/seafood	3-penten-2-one
mantis_shrimp	fish/seafood	4,5-dimethyl_thiazole
mantis_shrimp	fish/seafood	4-methyl-3-penten-2-one
mantis_shrimp	fish/seafood	4-methylthiazole
mantis_shrimp	fish/seafood	5-ethyl-2-methylpyridine
mantis_shrimp	fish/seafood	5-methyl-2-thiophenecarboxaldehyde
mantis_shrimp	fish/seafood	5-methylfurfural
mantis_shrimp	fish/seafood	d-ribose
mantis_shrimp	fish/seafood	dimethyl_trisulfide
mantis_shrimp	fish/seafood	disodium_5'-inosinate
mantis_shrimp	fish/seafood	furfuryl_alcohol
mantis_shrimp	fish/seafood	g-nonalactone
mantis_shrimp	fish/seafood	heptanoic_acid
mantis_shrimp	fish/seafood	hydrogen_sulfide
mantis_shrimp	fish/seafood	hydroxynonanoic_acid,_d-lactone
mantis_shrimp	fish/seafood	indole
mantis_shrimp	fish/seafood	isoamyl_alcohol
mantis_shrimp	fish/seafood	isobutyl_alcohol
mantis_shrimp	fish/seafood	isovaleric_acid
mantis_shrimp	fish/seafood	methyl_disulfide
mantis_shrimp	fish/seafood	methyl_mercaptan
mantis_shrimp	fish/seafood	methyl_myristate
mantis_shrimp	fish/seafood	methyl_sulfide
mantis_shrimp	fish/seafood	methyl_thiobutyrate
mantis_shrimp	fish/seafood	methylsulfinylmethane
mantis_shrimp	fish/seafood	myristic_acid
mantis_shrimp	fish/seafood	n-nonanal
mantis_shrimp	fish/seafood	n-octanal
mantis_shrimp	fish/seafood	n-valeraldehyde
mantis_shrimp	fish/seafood	nonanoic_acid
mantis_shrimp	fish/seafood	octanoic_acid
mantis_shrimp	fish/seafood	p-dimethoxybenzene
mantis_shrimp	fish/seafood	palmitic_acid
mantis_shrimp	fish/seafood	phenethyl_alcohol
mantis_shrimp	fish/seafood	phenol
mantis_shrimp	fish/seafood	pyrazine
mantis_shrimp	fish/seafood	pyridine
mantis_shrimp	fish/seafood	pyrrole
mantis_shrimp	fish/seafood	taurine
mantis_shrimp	fish/seafood	trimethylamine
mantis_shrimp	fish/seafood	valeric_acid
maple_syrup	plant derivative	ethyl_octadecanoate
maple_syrup	plant derivative	ethyl_palmitate
maple_syrup	plant derivative	l-malic_acid
marjoram	herb	1-methyl-3-methoxy-4-isopropylbenzene
marjoram	herb	1-octen-3-ol
marjoram	herb	3-hexen-1-ol
marjoram	herb	3-octanol
marjoram	herb	6-methyl-5-hepten-2-one
marjoram	herb	a-phellandrene
marjoram	herb	alpha-terpineol
marjoram	herb	b-pinene
marjoram	herb	isovaleric_acid
marjoram	herb	linalool
marjoram	herb	nerol
marjoram	herb	neryl_acetate
marjoram	herb	octanoic_acid
marjoram	herb	p,a,a-trimethylbenzyl_alcohol
marjoram	herb	p-mentha-1,3-diene
marjoram	herb	p-mentha-1,4-diene
marjoram	herb	palmitic_acid
marjoram	herb	terpinyl_acetate
marjoram	herb	thujan-4-ol
marjoram	herb	thymol
marjoram_oil	plant derivative	alpha-terpineol
marula	fruit	2-pentadecanone
mashed_potato	vegetable	(2-furyl)-2-propanone
mashed_potato	vegetable	(e)-2-octen-1-ol
mashed_potato	vegetable	(e,e)-3,5-octadien-2-one
mashed_potato	vegetable	1-butanethiol
mashed_potato	vegetable	1-octanol
mashed_potato	vegetable	1-octen-3-ol
mashed_potato	vegetable	1-octen-3-one
mashed_potato	vegetable	1-penten-3-ol
mashed_potato	vegetable	2,3,5-trimethylpyrazine
mashed_potato	vegetable	2,3-diethyl-5-methylpyrazine
mashed_potato	vegetable	2,3-dimethylpyrazine
mashed_potato	vegetable	2,3-pentanedione
mashed_potato	vegetable	2,4,5-trimethyl_thiazole
mashed_potato	vegetable	2,5-dimethylpyrazine
mashed_potato	vegetable	2,5_diethyl-3-methylpyrazine
mashed_potato	vegetable	2,6-dimethylpyrazine
mashed_potato	vegetable	2-acetylthiazole
mashed_potato	vegetable	2-ethyl-3,5(6)-dimethylpyrazine
mashed_potato	vegetable	2-ethyl-3-methylpyrazine
mashed_potato	vegetable	2-ethyl-5-methylpyrazine
mashed_potato	vegetable	2-ethyl_(3_or_5_or_6)-methoxypyrazine_(85%)_plus_2-methyl_(3_or_5_or_6)-methoxypyrazine_(13%)
mashed_potato	vegetable	2-ethylhexanethiol
mashed_potato	vegetable	2-ethylpyrazine
mashed_potato	vegetable	2-heptanol
mashed_potato	vegetable	2-hexen-1-ol
mashed_potato	vegetable	2-isobutyl-3-methoxypyrazine
mashed_potato	vegetable	2-isobutyl-3-methylpyrazine
mashed_potato	vegetable	2-methoxy-3_(5_and_6)-isopropylpyrazine
mashed_potato	vegetable	2-methyl-3-butenal
mashed_potato	vegetable	2-methyl-5-vinylpyrazine
mashed_potato	vegetable	2-methylbutyraldehyde
mashed_potato	vegetable	2-methylbutyric_acid
mashed_potato	vegetable	2-nonanone
mashed_potato	vegetable	2-pentenal
mashed_potato	vegetable	2-pentyl_acetate
mashed_potato	vegetable	2-pentylfuran
mashed_potato	vegetable	3,5-diethyl-2-methylpyrazine
mashed_potato	vegetable	3-(methylthio)_propionaldehyde
mashed_potato	vegetable	3-ethyl-2,6-dimethylpyrazine
mashed_potato	vegetable	3-methyl-1-pentanol
mashed_potato	vegetable	3-methylbutyraldehyde
mashed_potato	vegetable	3-octanol
mashed_potato	vegetable	3-octen-2-one
mashed_potato	vegetable	4'-methylacetophenone
mashed_potato	vegetable	5-methylfurfural
mashed_potato	vegetable	5h-5-methyl-6,7-dihydrocyclopenta(b)pyrazine
mashed_potato	vegetable	6-methyl-5-hepten-2-one
mashed_potato	vegetable	acetic_acid
mashed_potato	vegetable	acetone
mashed_potato	vegetable	alpha-terpineol
mashed_potato	vegetable	b-pinene
mashed_potato	vegetable	benzaldehyde_dimethyl_acetal
mashed_potato	vegetable	biphenyl
mashed_potato	vegetable	cyclopentanone
mashed_potato	vegetable	d-ribose
mashed_potato	vegetable	dl-(3-amino-3-carboxypropyl)dimethylsulfonium_chloride
mashed_potato	vegetable	dl-phenylalanine
mashed_potato	vegetable	ethyl_acetate
mashed_potato	vegetable	furfural
mashed_potato	vegetable	g-butyrolactone
mashed_potato	vegetable	g-hexalactone
mashed_potato	vegetable	heptyl_alcohol
mashed_potato	vegetable	hexanoic_acid
mashed_potato	vegetable	hexyl_alcohol
mashed_potato	vegetable	hydrogen_sulfide
mashed_potato	vegetable	isoamyl_alcohol
mashed_potato	vegetable	isobutyraldehyde
mashed_potato	vegetable	isobutyric_acid
mashed_potato	vegetable	isovaleric_acid
mashed_potato	vegetable	l-histidine
mashed_potato	vegetable	l-lysine
mashed_potato	vegetable	l-phenylalanine
mashed_potato	vegetable	l-tyrosine
mashed_potato	vegetable	lauryl_alcohol
mashed_potato	vegetable	linalool
mashed_potato	vegetable	methyl_disulfide
mashed_potato	vegetable	methyl_hexanoate
mashed_potato	vegetable	methyl_mercaptan
mashed_potato	vegetable	methyl_octanoate
mashed_potato	vegetable	methyl_salicylate
mashed_potato	vegetable	methyl_sulfide
mashed_potato	vegetable	myrcene
mashed_potato	vegetable	n-nonanal
mashed_potato	vegetable	n-octanal
mashed_potato	vegetable	n-valeraldehyde
mashed_potato	vegetable	nerol
mashed_potato	vegetable	nona-2-trans,-6-cis-dienal
mashed_potato	vegetable	nonanoic_acid
mashed_potato	vegetable	nonyl_alcohol
mashed_potato	vegetable	octanoic_acid
mashed_potato	vegetable	oleic_acid
mashed_potato	vegetable	palmitic_acid
mashed_potato	vegetable	paraldehyde
mashed_potato	vegetable	phenethyl_alcohol
mashed_potato	vegetable	phenol
mashed_potato	vegetable	phenylacetaldehyde
mashed_potato	vegetable	phenylacetic_acid
mashed_potato	vegetable	propionaldehyde
mastic_gum	plant derivative	2-formyl-6,6-dimethyl_bicyclo_[3.1.1]_hept-2-ene
mastic_gum	plant derivative	2-octanone
mastic_gum	plant derivative	2-pentylfuran
mastic_gum	plant derivative	isopulegol
mastic_gum	plant derivative	myrcene
mastic_gum	plant derivative	myrtenol
mastic_gum	plant derivative	n-octanal
mastic_gum	plant derivative	nerolidol
mastic_gum	plant derivative	o-methylanisole
mastic_gum	plant derivative	p,a,a-trimethylbenzyl_alcohol
mastic_gum	plant derivative	p-mentha-1,8-dien-7-ol
mastic_gum	plant derivative	salicylaldehyde
mastic_gum	plant derivative	terpinyl_acetate
mastic_gum	plant derivative	thymol
mastic_gum	plant derivative	veratraldehyde
mastic_gum_fruit_oil	plant derivative	2-nonanone
mastic_gum_fruit_oil	plant derivative	b-pinene
